"Aggregated: Asset Unique ID","Aggregated: Adapter Connections","Aggregated: Preferred Host Name","Aggregated: Installed Software: Software Name","Aggregated: Installed Software: Software Version","Aggregated: Installed Software: End of Life","Aggregated: Installed Software: End Of Support Date","Aggregated: Preferred IPs","Aggregated: Preferred MAC Address","Aggregated: Preferred OS: Type and Distribution"
"dabee6149aa7a9366fc1bd83ca305796","cisco_apic_adapter
deep_security_adapter
esx_adapter
nagios_xi_adapter
nessus_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","IXVPECIAPS002","postfix","2.10.1","2017-02-28 00:00:00","","10.191.33.95","00:50:56:86:B1:FC","Linux Red Hat 7.9"
"dabee6149aa7a9366fc1bd83ca305796","cisco_apic_adapter
deep_security_adapter
esx_adapter
nagios_xi_adapter
nessus_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","IXVPECIAPS002","postfix","2.10.1.9.el7","2017-02-28 00:00:00","","10.191.33.95","00:50:56:86:B1:FC","Linux Red Hat 7.9"
"dabee6149aa7a9366fc1bd83ca305796","cisco_apic_adapter
deep_security_adapter
esx_adapter
nagios_xi_adapter
nessus_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","IXVPECIAPS002","python","2.7.5","2020-01-01 00:00:00","","10.191.33.95","00:50:56:86:B1:FC","Linux Red Hat 7.9"
"dabee6149aa7a9366fc1bd83ca305796","cisco_apic_adapter
deep_security_adapter
esx_adapter
nagios_xi_adapter
nessus_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","IXVPECIAPS002","Apache Log4j","1.2.17","2015-10-15 00:00:00","","10.191.33.95","00:50:56:86:B1:FC","Linux Red Hat 7.9"
"27f7dc2877170866f97c0f525d291f12","cisco_apic_adapter
deep_security_adapter
esx_adapter
nagios_xi_adapter
nessus_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","IXVPECIAPS003","Apache Log4j","1.2.17","2015-10-15 00:00:00","","10.191.33.96","00:50:56:86:A3:4E","Linux Red Hat 7.9"
"27f7dc2877170866f97c0f525d291f12","cisco_apic_adapter
deep_security_adapter
esx_adapter
nagios_xi_adapter
nessus_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","IXVPECIAPS003","python","2.7.5","2020-01-01 00:00:00","","10.191.33.96","00:50:56:86:A3:4E","Linux Red Hat 7.9"
"27f7dc2877170866f97c0f525d291f12","cisco_apic_adapter
deep_security_adapter
esx_adapter
nagios_xi_adapter
nessus_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","IXVPECIAPS003","python","2.7.5.94.el7.9","2020-01-01 00:00:00","","10.191.33.96","00:50:56:86:A3:4E","Linux Red Hat 7.9"
"27f7dc2877170866f97c0f525d291f12","cisco_apic_adapter
deep_security_adapter
esx_adapter
nagios_xi_adapter
nessus_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","IXVPECIAPS003","postfix","2.10.1","2017-02-28 00:00:00","","10.191.33.96","00:50:56:86:A3:4E","Linux Red Hat 7.9"
"27f7dc2877170866f97c0f525d291f12","cisco_apic_adapter
deep_security_adapter
esx_adapter
nagios_xi_adapter
nessus_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","IXVPECIAPS003","postfix","2.10.1.9.el7","2017-02-28 00:00:00","","10.191.33.96","00:50:56:86:A3:4E","Linux Red Hat 7.9"
"0b7a00a19cd0985e86dd459db09a781f","cisco_apic_adapter
deep_security_adapter
esx_adapter
nagios_xi_adapter
nessus_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","IXVPECIAPS004","Apache Log4j","1.2.17","2015-10-15 00:00:00","","10.191.33.97","00:50:56:86:8C:89","Linux Red Hat 7.9"
"0b7a00a19cd0985e86dd459db09a781f","cisco_apic_adapter
deep_security_adapter
esx_adapter
nagios_xi_adapter
nessus_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","IXVPECIAPS004","python","2.7.5","2020-01-01 00:00:00","","10.191.33.97","00:50:56:86:8C:89","Linux Red Hat 7.9"
"0b7a00a19cd0985e86dd459db09a781f","cisco_apic_adapter
deep_security_adapter
esx_adapter
nagios_xi_adapter
nessus_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","IXVPECIAPS004","python","2.7.5.94.el7.9","2020-01-01 00:00:00","","10.191.33.97","00:50:56:86:8C:89","Linux Red Hat 7.9"
"0b7a00a19cd0985e86dd459db09a781f","cisco_apic_adapter
deep_security_adapter
esx_adapter
nagios_xi_adapter
nessus_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","IXVPECIAPS004","postfix","2.10.1","2017-02-28 00:00:00","","10.191.33.97","00:50:56:86:8C:89","Linux Red Hat 7.9"
"0b7a00a19cd0985e86dd459db09a781f","cisco_apic_adapter
deep_security_adapter
esx_adapter
nagios_xi_adapter
nessus_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","IXVPECIAPS004","postfix","2.10.1.9.el7","2017-02-28 00:00:00","","10.191.33.97","00:50:56:86:8C:89","Linux Red Hat 7.9"
"c39161d6b440100666254d266328011a","cisco_apic_adapter
cisco_apic_adapter
cisco_apic_adapter
deep_security_adapter
nagios_xi_adapter
nagios_xi_adapter
nessus_adapter
network_scanner_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter","ITHFHWDBASRBD03.TELCELCLOUD.DT","python","2.7.5","2020-01-01 00:00:00","","10.59.200.47
10.59.38.35
10.59.38.41
10.59.38.45
172.16.25.13","8C:FD:18:B7:ED:9C
8C:FD:18:B7:ED:9E","Linux Red Hat 7.9"
"c39161d6b440100666254d266328011a","cisco_apic_adapter
cisco_apic_adapter
cisco_apic_adapter
deep_security_adapter
nagios_xi_adapter
nagios_xi_adapter
nessus_adapter
network_scanner_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter","ITHFHWDBASRBD03.TELCELCLOUD.DT","postfix","2.10.1","2017-02-28 00:00:00","","10.59.200.47
10.59.38.35
10.59.38.41
10.59.38.45
172.16.25.13","8C:FD:18:B7:ED:9C
8C:FD:18:B7:ED:9E","Linux Red Hat 7.9"
"d9758967ec14a8c1c853e25169cc2fd9","cisco_apic_adapter
cisco_apic_adapter
cisco_apic_adapter
deep_security_adapter
nagios_xi_adapter
nagios_xi_adapter
nessus_adapter
network_scanner_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter","ITHFHWDBASRBD04.TELCELCLOUD.DT","python","2.7.5","2020-01-01 00:00:00","","10.59.200.49
10.59.38.38
10.59.38.42
10.59.38.46
172.16.25.14","8C:FD:18:B7:EF:08
8C:FD:18:B7:EF:0A","Linux Red Hat 7.9"
"d9758967ec14a8c1c853e25169cc2fd9","cisco_apic_adapter
cisco_apic_adapter
cisco_apic_adapter
deep_security_adapter
nagios_xi_adapter
nagios_xi_adapter
nessus_adapter
network_scanner_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter","ITHFHWDBASRBD04.TELCELCLOUD.DT","postfix","2.10.1","2017-02-28 00:00:00","","10.59.200.49
10.59.38.38
10.59.38.42
10.59.38.46
172.16.25.14","8C:FD:18:B7:EF:08
8C:FD:18:B7:EF:0A","Linux Red Hat 7.9"
"e4319a747bcb58283da85a009999efce","cisco_apic_adapter
deep_security_adapter
nagios_xi_adapter
nessus_adapter
nessus_adapter
nessus_adapter
ovirt_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","ITHVRHFIRMRAP01","python","2.7.5","2020-01-01 00:00:00","","10.59.159.100","56:6F:3C:FD:01:A3","Linux Red Hat 7.9"
"e4319a747bcb58283da85a009999efce","cisco_apic_adapter
deep_security_adapter
nagios_xi_adapter
nessus_adapter
nessus_adapter
nessus_adapter
ovirt_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","ITHVRHFIRMRAP01","python","2.7.5.90.el7","2020-01-01 00:00:00","","10.59.159.100","56:6F:3C:FD:01:A3","Linux Red Hat 7.9"
"e4319a747bcb58283da85a009999efce","cisco_apic_adapter
deep_security_adapter
nagios_xi_adapter
nessus_adapter
nessus_adapter
nessus_adapter
ovirt_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","ITHVRHFIRMRAP01","postfix","2.10.1","2017-02-28 00:00:00","","10.59.159.100","56:6F:3C:FD:01:A3","Linux Red Hat 7.9"
"e4319a747bcb58283da85a009999efce","cisco_apic_adapter
deep_security_adapter
nagios_xi_adapter
nessus_adapter
nessus_adapter
nessus_adapter
ovirt_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","ITHVRHFIRMRAP01","postfix","2.10.1.9.el7","2017-02-28 00:00:00","","10.59.159.100","56:6F:3C:FD:01:A3","Linux Red Hat 7.9"
"e4319a747bcb58283da85a009999efce","cisco_apic_adapter
deep_security_adapter
nagios_xi_adapter
nessus_adapter
nessus_adapter
nessus_adapter
ovirt_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","ITHVRHFIRMRAP01","Apache Log4j","1.2.16","2015-10-15 00:00:00","","10.59.159.100","56:6F:3C:FD:01:A3","Linux Red Hat 7.9"
"e4319a747bcb58283da85a009999efce","cisco_apic_adapter
deep_security_adapter
nagios_xi_adapter
nessus_adapter
nessus_adapter
nessus_adapter
ovirt_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","ITHVRHFIRMRAP01","Apache Log4j","1.2.17","2015-10-15 00:00:00","","10.59.159.100","56:6F:3C:FD:01:A3","Linux Red Hat 7.9"
"bb2ca1316cac198951b0b58ad526c5d4","cisco_apic_adapter
deep_security_adapter
nagios_xi_adapter
nessus_adapter
nessus_adapter
nessus_adapter
ovirt_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","ITHVRHFIRMRAP04","postfix","2.10.1.9.el7","2017-02-28 00:00:00","","10.59.159.103","56:6F:3C:FD:01:A5","Linux Red Hat 7.9"
"bb2ca1316cac198951b0b58ad526c5d4","cisco_apic_adapter
deep_security_adapter
nagios_xi_adapter
nessus_adapter
nessus_adapter
nessus_adapter
ovirt_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","ITHVRHFIRMRAP04","python","2.7.5","2020-01-01 00:00:00","","10.59.159.103","56:6F:3C:FD:01:A5","Linux Red Hat 7.9"
"bb2ca1316cac198951b0b58ad526c5d4","cisco_apic_adapter
deep_security_adapter
nagios_xi_adapter
nessus_adapter
nessus_adapter
nessus_adapter
ovirt_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","ITHVRHFIRMRAP04","python","2.7.5.90.el7","2020-01-01 00:00:00","","10.59.159.103","56:6F:3C:FD:01:A5","Linux Red Hat 7.9"
"bb2ca1316cac198951b0b58ad526c5d4","cisco_apic_adapter
deep_security_adapter
nagios_xi_adapter
nessus_adapter
nessus_adapter
nessus_adapter
ovirt_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","ITHVRHFIRMRAP04","postfix","2.10.1","2017-02-28 00:00:00","","10.59.159.103","56:6F:3C:FD:01:A5","Linux Red Hat 7.9"
"bb2ca1316cac198951b0b58ad526c5d4","cisco_apic_adapter
deep_security_adapter
nagios_xi_adapter
nessus_adapter
nessus_adapter
nessus_adapter
ovirt_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter
tenable_security_center_adapter","ITHVRHFIRMRAP04","Apache Log4j","1.2.16","2015-10-15 00:00:00","","10.59.159.103","56:6F:3C:FD:01:A5","Linux Red Hat 7.9"
"8b4779aeee46b14c8979c82dd1548304","cisco_apic_adapter
deep_security_adapter
nagios_xi_adapter
nessus_adapter
ovirt_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter","ITHVHWQCDPRAP01","buildah","1.21.4","2022-06-21 00:00:00","","10.59.195.150","56:6F:9F:00:01:51","Linux Red Hat 8.4"
"8b4779aeee46b14c8979c82dd1548304","cisco_apic_adapter
deep_security_adapter
nagios_xi_adapter
nessus_adapter
ovirt_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter","ITHVHWQCDPRAP01","buildah","1.21.4.2.module+el8.4.0+12050+ef972f71","2022-06-21 00:00:00","","10.59.195.150","56:6F:9F:00:01:51","Linux Red Hat 8.4"
"8b4779aeee46b14c8979c82dd1548304","cisco_apic_adapter
deep_security_adapter
nagios_xi_adapter
nessus_adapter
ovirt_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter","ITHVHWQCDPRAP01","python36","3.6.8","2021-12-23 00:00:00","2018-12-24 00:00:00","10.59.195.150","56:6F:9F:00:01:51","Linux Red Hat 8.4"
"8b4779aeee46b14c8979c82dd1548304","cisco_apic_adapter
deep_security_adapter
nagios_xi_adapter
nessus_adapter
ovirt_adapter
paloalto_xdr_adapter
prometheus_adapter
redhat_satellite_adapter
tenable_security_center_adapter","ITHVHWQCDPRAP01","python36","3.6.8.2.module+el8.1.0+3334+5cb623d7","2021-12-23 00:00:00","2018-12-24 00:00:00","10.59.195.150","56:6F:9F:00:01:51","Linux Red Hat 8.4"
